time,time,IVT,lat,lon,uIVT,vIVT,IWV,ivtdir,AR,impact,prec,UVdir,extreme
1980-01-01,1980-01-01,179.55476634743536,55.5,-133.25,0.4947174008467101,179.0672306870322,14.048073643891009,180.1604967108657,0,0,,115.46648,0
1980-01-02,1980-01-02,248.64228439072272,55.5,-133.25,-19.618746411636124,205.8547332173652,14.126451093027274,173.86003709071775,0,0,,114.19504,0
1980-01-03,1980-01-03,85.93932504336455,55.5,-133.25,62.76168583182803,64.45740973446823,9.796440788990552,280.3475569236215,0,0,,175.44032,0
1980-01-04,1980-01-04,58.06734415458881,55.5,-133.25,56.36545021329901,-8.530057602926448,6.137451452997624,349.68578695912913,0,0,,332.55725,0
1980-01-05,1980-01-05,219.3120073755941,55.5,-133.25,161.78774329941592,-35.65664244376998,9.74968932810225,349.99354367903936,1,0,,18.865433,0
1980-01-06,1980-01-06,240.7431495885608,55.5,-133.25,203.32474327998392,-38.199759772599066,11.813628822023851,313.19088670135613,0,0,,131.24435,0
1980-01-07,1980-01-07,94.29878179621922,55.5,-133.25,79.40731105595177,-33.70691915833436,10.7328450497238,355.20592311914174,0,0,,72.967316,0
1980-01-08,1980-01-08,35.64055369667239,55.5,-133.25,-9.369356806041424,-9.20822222394753,6.248829933349157,57.5027058475315,0,0,,38.63018,0
1980-01-09,1980-01-09,56.81849905417234,55.5,-133.25,7.353331497823614,-12.938127639563533,3.0944813663563835,358.20784898711946,0,0,,22.455734,0
1980-01-10,1980-01-10,19.81279669544214,55.5,-133.25,4.887312946101581,3.761676153080785,2.2227041250863664,358.3462628722744,0,0,,56.907642,0
1980-01-11,1980-01-11,23.54050975511939,55.5,-133.25,3.0377990323100548,23.34367958506472,3.6417484673429215,187.4144442575862,0,0,,42.82597,0
1980-01-12,1980-01-12,61.73937237851989,55.5,-133.25,30.086940021511108,55.13264619542825,6.082449734305506,277.99306988549074,0,0,,14.217438,0
1980-01-13,1980-01-13,91.2806248233278,55.5,-133.25,52.43523314649202,80.98767237185726,5.598434609814902,245.53965057744978,0,0,,195.27422,0
1980-01-14,1980-01-14,102.16240694479364,55.5,-133.25,46.11606060770431,95.99206461194883,7.350239350158752,214.41546538448856,0,0,,178.3078,0
1980-01-15,1980-01-15,104.8780979913006,55.5,-133.25,49.04445763787423,98.11132905263976,6.478462108888735,214.07348689723705,0,0,,186.84796,0
1980-01-16,1980-01-16,80.79961411475263,55.5,-133.25,52.74348546545728,65.13557435548931,4.810534989550355,243.55724400550992,0,0,,224.81064,0
1980-01-17,1980-01-17,54.14401967456231,55.5,-133.25,45.9619344482217,18.93560954842765,5.489806215397969,320.11185863352046,0,0,,247.82068,0
1980-01-18,1980-01-18,68.85146981030867,55.5,-133.25,22.61182128660369,68.61116803822239,7.134357604292198,226.13528262395573,1,0,,125.28031,0
1980-01-19,1980-01-19,286.7717685712216,55.5,-133.25,27.004416831858567,286.72586427413,13.19417196119593,186.760240891149,1,0,3.0020142,134.49893,0
1980-01-20,1980-01-20,228.4873135757104,55.5,-133.25,45.80780828873907,225.7758189598597,13.393553191454846,203.54401296509621,0,0,2.5801086,135.56757,0
1980-01-21,1980-01-21,336.3801356187439,55.5,-133.25,76.09359862707528,336.2318816086695,22.09345004558008,195.02427903699032,1,0,,116.32466,0
1980-01-22,1980-01-22,501.7802904082157,55.5,-133.25,276.68879519371444,465.0831596026764,23.238860837343363,217.14712393872009,1,0,7.8948364,140.52844,0
1980-01-23,1980-01-23,380.6903071652953,55.5,-133.25,253.8781235902856,283.6741234795351,19.046354830036925,306.49992441760287,1,0,,271.3588,0
1980-01-24,1980-01-24,92.94373721801524,55.5,-133.25,74.78352627147295,-37.43682457395036,6.3464579840276585,342.08631431699973,0,0,,333.07397,0
1980-01-25,1980-01-25,55.01067404881232,55.5,-133.25,15.213765631437592,-17.854821141966426,4.055636400501086,359.70139026498157,0,0,,38.653976,0
1980-01-26,1980-01-26,31.766140191013168,55.5,-133.25,-3.6666889051842215,-10.564551465989725,2.390459367097314,60.640224005988756,0,0,,51.5508,0
1980-01-27,1980-01-27,45.7407830097313,55.5,-133.25,-5.053824340527866,-13.870603993467512,3.46299288159355,33.81920295938304,0,0,,43.85153,0
1980-01-28,1980-01-28,46.1273489415505,55.5,-133.25,41.49227582322551,3.5073644201978738,6.530713741646245,357.2850287795572,0,0,,112.709366,0
