,Hoonah,time,Skagway,Klukwan,Yakutat,Craig,Kasaan
1958,80.51851,1985-05-12,325.6741,255.5836,74.80886,142.76746,124.8212
1959,100.81797,1985-05-13,293.41895,269.94824,108.269936,165.44382,139.87251
1960,132.97643,1985-05-14,329.88837,38.42621,117.43125,158.20782,153.82791
1961,122.12727,1985-05-15,332.1876,11.393692,105.089066,151.29156,136.32672
1962,101.95471,1985-05-16,348.77966,296.16327,96.4927,253.19325,102.384995
1963,312.20416,1985-05-17,335.29105,268.40973,294.649,320.04602,330.23
1964,285.5345,1985-05-18,301.18808,103.95296,285.8501,300.74826,311.9365
1965,228.87517,1985-05-19,331.39056,95.12176,131.4916,305.97656,313.51022
1966,199.71667,1985-05-20,324.93048,114.69825,112.633804,265.9588,276.43396
1967,230.79851,1985-05-21,264.33096,130.81837,140.19142,301.86115,313.95563
1968,345.75458,1985-05-22,280.54425,278.1667,355.17078,322.96713,356.91946
1969,73.27496,1985-05-23,294.44003,264.5772,59.929718,96.41553,110.38742
1970,344.233,1985-05-24,278.73712,268.30594,249.19662,119.53643,113.564285
1971,342.87378,1985-05-25,250.60365,150.4329,176.16896,255.94107,267.67365
1972,340.68665,1985-05-26,240.10654,143.7699,208.6956,293.64282,324.29977
1973,356.8899,1985-05-27,233.91766,148.84663,275.13654,309.45758,334.1479
1974,349.7294,1985-05-28,266.04126,109.170616,213.97339,292.10284,285.32693
1975,59.64676,1985-05-29,343.31415,105.56629,114.79271,215.9212,104.46691
1976,261.47842,1985-05-30,354.5055,73.64979,136.8829,252.80884,110.36625
1977,13.939453,1985-05-31,341.46906,107.29288,87.59643,283.65063,333.5396
1978,4.9075546,1985-06-01,358.5945,48.95457,108.91361,278.20343,276.46155
1979,35.36325,1985-06-02,341.3371,216.95514,109.90085,145.69626,111.78482
1980,80.459404,1985-06-03,346.59357,241.19722,115.21495,138.12134,116.53221
1981,80.63751,1985-06-04,298.75446,121.28542,133.62415,167.30261,135.86395
1982,238.61456,1985-06-05,329.1955,95.98912,275.46536,252.7603,293.9238
1983,314.525,1985-06-06,330.6521,101.7903,251.09386,307.82028,330.44876
1984,242.65877,1985-06-07,299.70322,95.604965,181.4057,307.62903,334.10214
1985,202.05307,1985-06-08,306.17215,97.48076,130.83899,249.81651,283.47266
1986,230.57208,1985-06-09,343.62714,124.53181,142.70729,250.41896,247.23369
1987,62.227577,1985-06-10,275.23267,167.10904,164.32425,106.811676,107.69927
1988,93.54096,1985-06-11,331.7065,305.4061,66.9032,145.35811,130.83429
1989,103.619316,1985-06-12,324.9459,307.90808,83.38572,162.81082,134.1963
1990,89.17422,1985-06-13,329.6115,262.52283,85.75304,167.0554,138.92313
1991,87.14424,1985-06-14,279.4532,220.14043,92.87713,188.90456,118.70527
1992,155.70584,1985-06-15,252.48659,125.44181,188.77628,222.44241,233.48471
1993,222.10797,1985-06-16,291.5381,114.93512,177.56842,208.59862,303.51508
1994,84.19608,1985-06-17,281.9817,226.19225,89.86292,132.26297,127.128204
1995,147.93582,1985-06-18,344.849,28.096294,135.50659,172.17297,144.65817
1996,263.4496,1985-06-19,206.62311,121.52554,263.30365,301.17963,300.09467
1997,306.85043,1985-06-20,240.55133,127.10426,211.30695,292.37848,287.4632
1998,245.93112,1985-06-21,257.88168,123.00613,87.068344,290.6161,288.75436
1999,243.23892,1985-06-22,250.02664,131.32803,291.1479,291.31726,298.63828
2000,321.73718,1985-06-23,246.7076,147.13919,268.64133,297.90152,295.33215
2001,325.96094,1985-06-24,272.79276,94.39884,141.73903,269.4683,269.2492
2002,100.27792,1985-06-25,313.2074,284.73734,74.65953,148.6108,131.81439
2003,83.65591,1985-06-26,251.57922,256.11923,331.83386,147.62769,133.75911
2004,60.32081,1985-06-27,306.20746,126.761246,258.36392,120.79968,117.22719
2005,350.00107,1985-06-28,276.25732,195.72282,282.18573,45.224815,15.800247
2006,345.28046,1985-06-29,298.0696,257.56696,339.64474,293.51166,345.57272
2007,290.26282,1985-06-30,274.70767,220.09506,143.25511,161.84029,138.7823
2008,226.55829,1985-07-01,214.8985,112.67238,140.05962,140.37628,130.62364
2009,256.1233,1985-07-02,260.91614,130.10783,167.88127,321.06534,344.58096
2010,341.21484,1985-07-03,258.8421,120.58406,167.51443,307.0916,349.5908
2011,354.53232,1985-07-04,307.1665,139.52023,303.8775,77.17032,145.08528
2012,291.74847,1985-07-05,272.95514,160.76408,287.55258,134.31935,119.141685
2013,17.125435,1985-07-06,241.11024,116.33995,159.83014,178.02058,139.47998
2014,12.314461,1985-07-07,243.07974,136.69891,150.39014,305.20605,336.73962
2015,353.70404,1985-07-08,192.42545,109.058395,218.85243,314.16568,3.5011368
2016,9.12941,1985-07-09,320.71143,112.49933,313.89508,203.73196,119.53583
2017,22.15158,1985-07-10,291.6556,158.9671,305.73413,143.26897,122.79744
2018,116.01152,1985-07-11,292.2654,99.53332,232.97961,168.15106,134.14949
2019,105.71769,1985-07-12,313.65424,89.03979,122.37256,203.01561,125.237144
2020,113.62377,1985-07-13,314.21045,94.449326,118.198044,196.16367,189.11444
2021,105.2632,1985-07-14,296.7338,125.32179,121.818695,183.50899,169.2811
2022,346.28717,1985-07-15,253.3281,144.13306,271.23764,332.18036,346.8215
2023,347.59692,1985-07-16,283.7632,136.60524,285.96722,307.35168,337.96622
2024,346.54712,1985-07-17,259.8299,133.59406,280.42123,309.67822,319.82385
2025,348.51654,1985-07-18,257.40015,137.67966,280.09705,295.90228,314.5136
2026,344.62088,1985-07-19,256.97928,130.83047,257.4535,300.49677,319.44556
2027,263.61035,1985-07-20,328.49878,89.89632,137.79514,289.55676,313.01593
2028,216.02347,1985-07-21,330.1556,50.92616,195.40262,263.396,239.94391
2029,89.06298,1985-07-22,290.36755,128.67102,134.12695,118.22187,86.51748
2030,103.45231,1985-07-23,290.42902,101.71499,81.48828,182.8186,161.52216
2031,200.94876,1985-07-24,331.56375,7.9395676,137.87308,207.40057,221.28818
2032,219.1638,1985-07-25,320.79846,118.42799,232.34961,240.44293,221.9548
2033,330.07034,1985-07-26,247.72006,137.0554,251.38507,304.60876,321.195
2034,334.4918,1985-07-27,273.27533,154.32109,288.94797,308.67474,333.16406
2035,348.58798,1985-07-28,284.07565,213.74326,253.85608,311.23236,328.02417
2036,349.58978,1985-07-29,297.04056,245.11407,216.89133,313.2608,332.88812
2037,359.35742,1985-07-30,305.04803,256.63092,274.03873,299.48544,323.40964
2038,315.64008,1985-07-31,233.22202,105.98014,212.28635,296.23022,298.9513
2039,63.122475,1985-08-01,242.94524,184.70543,75.23439,137.24686,126.464035
2040,87.05331,1985-08-02,337.63315,282.6532,57.500378,144.53851,129.48955
2041,81.123276,1985-08-03,297.06177,283.16455,62.47867,143.81607,130.60397
2042,80.875824,1985-08-04,246.63155,223.46404,324.61066,148.66193,125.13811
2043,83.28147,1985-08-05,250.05669,152.61215,282.95267,121.556915,116.071655
2044,73.19156,1985-08-06,221.9408,141.9717,285.96692,107.20853,104.64688
2045,316.44617,1985-08-07,281.72076,192.14784,288.34747,337.03754,339.85464
2046,268.83197,1985-08-08,8.804947,62.183857,222.10406,239.04836,202.57947
2047,224.27396,1985-08-09,205.2088,122.27719,268.6154,295.8348,291.80777
2048,166.17142,1985-08-10,275.29614,73.880295,140.64462,258.39734,277.69397
2049,214.62471,1985-08-11,243.42136,127.74057,262.12024,287.47644,280.5401
2050,245.80669,1985-08-12,236.65115,128.28482,278.86142,306.28937,315.60986
2051,203.22238,1985-08-13,73.71457,112.613495,209.13306,306.72165,312.19122
2052,258.40173,1985-08-14,75.99803,126.63389,255.41411,302.09048,312.30643
2053,337.15314,1985-08-15,219.63527,130.15375,265.73718,316.89795,331.4817
2054,277.73077,1985-08-16,210.38293,120.326805,262.8031,302.77527,317.98297
2055,220.12321,1985-08-17,213.48177,127.23395,304.13055,299.9758,297.2738
2056,316.82434,1985-08-18,222.6252,135.42279,285.60245,294.35947,301.97
2057,318.76157,1985-08-19,219.15985,125.12444,268.39548,291.73386,304.02014
2058,256.4375,1985-08-20,278.08014,57.278767,101.63993,270.6065,282.93344
2059,93.46646,1985-08-21,330.9958,7.09391,88.9659,132.88568,125.51378
2060,201.51115,1985-08-22,351.08093,31.159313,220.53397,199.85263,186.14679
2061,167.39983,1985-08-23,351.4101,38.24409,99.209946,180.56398,179.12408
2062,346.26526,1985-08-24,222.80876,120.02493,285.07184,292.00284,300.3194
2063,282.98444,1985-08-25,231.79541,125.7258,255.8289,295.66547,288.5142
2064,59.845715,1985-08-26,313.35956,315.24384,81.484955,171.47638,278.5017
2065,117.18475,1985-08-27,297.523,268.77078,339.4259,105.02942,112.144554
2066,155.96445,1985-08-28,279.4698,270.17938,109.11789,105.48197,113.49987
2067,97.187126,1985-08-29,249.13237,129.34946,173.50752,113.59105,111.118645
2068,10.686707,1985-08-30,223.37457,113.52459,259.11847,320.4519,7.705223
2069,348.74463,1985-08-31,212.0619,127.18426,206.0838,149.17702,118.61162
2070,247.92986,1985-09-01,238.40038,116.4164,253.50323,310.87527,328.4439
2071,186.04828,1985-09-02,304.93298,111.504425,144.77203,270.64658,275.48358
2072,209.7272,1985-09-03,231.89006,115.266235,226.8823,285.33542,274.01184
2073,84.03196,1985-09-04,271.7678,40.37877,25.888329,205.55411,150.7799
2074,334.61502,1985-09-05,4.288521,247.1762,352.0503,314.4911,316.24243
2075,351.91138,1985-09-06,297.94476,276.68808,324.1356,41.833817,26.42287
2076,320.90454,1985-09-07,301.12964,155.56543,284.69446,14.94828,7.806633
2077,345.18057,1985-09-08,245.2631,110.94321,188.0857,311.07642,336.66525
2078,257.67712,1985-09-09,325.43784,65.75065,143.99733,307.3016,327.02216
2079,167.30585,1985-09-10,334.9726,338.25598,281.11655,176.00177,134.60303
2080,253.31438,1985-09-11,343.6157,332.9495,89.036674,353.5134,352.83347
2081,308.4005,1985-09-12,292.32135,240.94301,312.8249,344.5559,348.72034
2082,344.42072,1985-09-13,332.60806,296.15503,287.27286,155.59459,119.857254
2083,348.31897,1985-09-14,245.67776,119.48021,276.73206,272.12094,132.79288
2084,148.75908,1985-09-15,307.46283,67.71541,161.34708,175.0874,144.82997
2085,204.18672,1985-09-16,70.008545,100.70896,237.25737,266.03564,268.86432
2086,339.5238,1985-09-17,277.61624,237.21573,42.78529,313.27936,317.48264
2087,337.2659,1985-09-18,298.11325,259.10767,111.16511,294.60883,309.13806
2088,129.57382,1985-09-19,322.60168,12.67421,135.87814,156.26334,140.61087
2089,205.41632,1985-09-20,352.8204,53.783783,178.66406,260.67633,159.86928
2090,212.66685,1985-09-21,278.5133,122.178894,161.61926,288.2601,293.087
2091,85.17814,1985-09-22,296.8031,125.00336,95.10288,131.97914,44.268684
2092,113.618774,1985-09-23,332.43127,25.370811,173.61142,170.37642,146.94385
2093,139.66835,1985-09-24,332.42462,76.24651,108.53946,175.37515,161.76569
2094,212.09583,1985-09-25,10.025047,55.975082,224.64027,198.59201,194.66719
2095,260.77878,1985-09-26,290.57407,146.90862,144.44571,319.35223,314.4926
2096,358.89038,1985-09-27,294.4937,137.11078,127.90101,28.308208,12.34684
2097,192.9323,1985-09-28,342.15363,55.940033,86.82986,193.37161,207.15138
2098,232.06386,1985-09-29,309.33826,98.22692,130.67072,301.33215,319.1154
2099,106.190994,1985-09-30,331.0374,340.56223,99.94573,160.0888,138.13655
2100,173.73532,1985-10-01,347.48743,28.889362,99.71788,166.51276,165.0434
2101,182.68964,1985-10-02,332.16663,1.007988,99.22411,207.05862,190.55486
2102,203.96884,1985-10-03,342.16,62.618317,212.05031,205.10803,218.75333
2103,81.84421,1985-10-04,317.7378,234.12938,39.023376,163.93155,148.0285
2104,300.09033,1985-10-05,318.6194,253.35149,79.364456,315.44385,325.45758
2105,51.995308,1985-10-06,312.20227,265.67715,282.87164,20.601082,4.2835846
2106,110.68529,1985-10-07,17.236023,68.068954,104.59364,126.85366,114.03091
2107,155.54378,1985-10-08,334.88535,56.286476,76.91952,145.52,124.06358
2108,148.66261,1985-10-09,330.7503,31.45097,185.70074,154.99979,119.361206
2109,157.4765,1985-10-10,343.37335,23.951195,113.08957,176.7564,150.90404
2110,97.16669,1985-10-11,310.7942,11.908653,104.57021,171.32755,136.49448
2111,93.879684,1985-10-12,308.9176,299.30426,90.59667,141.117,124.44671
2112,92.022964,1985-10-13,316.74173,275.04016,82.06457,210.01367,178.44423
2113,174.43422,1985-10-14,332.7114,241.0534,74.241455,182.35153,163.72662
2114,297.9587,1985-10-15,319.89716,264.56366,57.704453,351.87,352.29416
2115,136.11386,1985-10-16,333.75995,33.708294,79.9199,188.22226,155.17166
2116,172.3883,1985-10-17,334.5294,5.518608,131.93001,206.02005,186.46611
2117,96.50899,1985-10-18,336.1421,301.7207,89.581604,150.11508,118.24307
2118,92.95754,1985-10-19,302.91736,244.24194,23.775444,115.382,105.676414
2119,126.838425,1985-10-20,316.9043,248.42676,75.84984,72.0099,64.715164
2120,153.28067,1985-10-21,331.75745,267.79565,74.38059,13.947182,60.66172
2121,134.60461,1985-10-22,290.85596,245.15875,71.76114,112.49697,117.56423
2122,144.45833,1985-10-23,313.8589,255.47194,96.12763,186.87576,184.03908
2123,122.74401,1985-10-24,342.1718,5.280197,118.283676,163.3432,140.92847
2124,193.37659,1985-10-25,4.9144287,32.295597,214.1962,172.15198,153.27919
2125,98.384285,1985-10-26,311.745,296.5841,83.520744,73.23912,64.826935
2126,91.253746,1985-10-27,319.92923,257.71097,81.15389,141.11122,117.17003
2127,83.55439,1985-10-28,330.88004,279.4184,72.96973,130.45245,120.38811
2128,88.10256,1985-10-29,318.74133,254.53761,54.332893,160.6305,130.46402
2129,122.53912,1985-10-30,338.76282,8.82682,56.85541,173.76299,158.45917
2130,200.19022,1985-10-31,7.498497,13.923218,209.29065,204.97507,156.57153
2131,183.81921,1985-11-01,347.44446,4.478798,123.07409,100.10114,49.470436
2132,97.92401,1985-11-02,333.904,358.78568,89.22317,123.53674,110.8491
2133,135.32329,1985-11-03,348.0289,15.232231,86.85391,172.596,137.08408
2134,94.33596,1985-11-04,324.75787,276.51935,79.3098,154.91336,133.73573
2135,109.66447,1985-11-05,323.21317,323.42426,76.33458,104.79231,94.49725
2136,106.20257,1985-11-06,327.4803,25.855728,76.08383,198.44467,159.70229
2137,113.44689,1985-11-07,311.10294,47.56571,71.04334,166.81845,145.19478
2138,19.264374,1985-11-08,257.43362,245.92784,49.569717,334.40466,320.54285
2139,42.075916,1985-11-09,291.85562,275.45142,10.642174,16.176033,8.387871
2140,2.1369705,1985-11-10,313.938,230.56116,292.90564,22.42588,9.079826
2141,195.8186,1985-11-11,326.47247,85.04636,122.76767,332.07117,323.7947
2142,198.14508,1985-11-12,332.78088,59.515438,138.42859,192.5022,139.90167
2143,105.710266,1985-11-13,344.36127,349.07327,72.1899,143.61707,127.72838
2144,186.3197,1985-11-14,355.81223,32.12551,95.66941,154.72124,133.97864
2145,103.34958,1985-11-15,309.41922,249.87212,67.62541,165.601,186.305
2146,316.9235,1985-11-16,270.8025,174.66481,64.31243,347.70572,320.6681
2147,135.40263,1985-11-17,303.25372,171.03491,33.34847,358.9981,342.3867
2148,234.21739,1985-11-18,273.8521,235.52011,26.001583,0.9394989,332.46887
2149,160.1192,1985-11-19,273.20483,147.6526,14.725723,10.996071,351.06503
2150,131.77724,1985-11-20,283.11322,186.00449,333.28583,11.530212,348.34708
2151,78.88512,1985-11-21,243.19968,237.62279,300.19556,45.13957,29.532635
2152,290.02814,1985-11-22,281.38828,138.92221,302.59787,0.85556793,349.03534
2153,289.73947,1985-11-23,266.68283,205.19653,293.07098,302.26624,131.52011
2154,5.515808,1985-11-24,219.57462,178.51743,140.61372,100.056786,123.1257
2155,113.60681,1985-11-25,288.02997,158.65732,132.28055,72.46165,48.7598
2156,87.94031,1985-11-26,284.28217,221.05795,122.377174,74.17167,65.327446
2157,125.2057,1985-11-27,322.8807,271.42792,106.25357,94.33809,27.317852
2158,109.254555,1985-11-28,316.46448,334.30707,61.8947,98.62302,96.94968
2159,223.69818,1985-11-29,287.86774,267.80637,320.3274,42.90076,9.693718
2160,198.55359,1985-11-30,324.0799,252.93578,337.55774,70.793594,47.392525
2161,172.7042,1985-12-01,308.19226,121.82682,115.202225,102.56122,328.01694
2162,205.69315,1985-12-02,308.09482,253.49532,11.588577,86.81387,17.448395
2163,163.12537,1985-12-03,306.85315,50.566906,87.03915,120.13081,105.888275
2164,93.77489,1985-12-04,326.43616,291.14404,59.492973,125.60788,119.21419
2165,126.236664,1985-12-05,339.27213,22.821648,109.75432,146.65945,128.56961
2166,109.97582,1985-12-06,353.759,350.91986,106.14914,148.54799,126.71271
2167,104.28911,1985-12-07,337.11404,3.8281174,87.553894,83.51389,36.68483
2168,145.34193,1985-12-08,325.94122,208.46265,67.13045,142.7889,123.84935
2169,111.02899,1985-12-09,325.84152,132.17348,90.52477,151.35284,145.3436
2170,127.52702,1985-12-10,345.80365,102.094696,87.662476,156.06854,150.82472
2171,112.98906,1985-12-11,323.90704,108.726425,111.645294,141.04749,135.49986
2172,176.30098,1985-12-12,315.21765,95.32094,116.195724,142.0774,131.63168
2173,99.2045,1985-12-13,309.69104,78.7565,116.227554,121.131516,117.62821
2174,90.86197,1985-12-14,332.05695,73.14238,68.4685,150.4553,135.80139
2175,184.34488,1985-12-15,338.72272,49.119328,141.14864,139.82225,144.70093
2176,117.5085,1985-12-16,345.6292,344.1684,118.37915,148.74745,145.26534
2177,162.79872,1985-12-17,352.39407,48.918365,174.05061,155.07367,154.65591
2178,81.37609,1985-12-18,318.77502,267.5169,74.43994,148.65997,132.01624
2179,81.966644,1985-12-19,339.9198,17.458862,86.785774,135.70879,127.80292
2180,87.839325,1985-12-20,337.5655,13.104965,89.83476,139.6528,128.69476
2181,84.46437,1985-12-21,357.34305,26.794632,83.06429,140.44849,129.08109
2182,126.911835,1985-12-22,352.28955,6.993973,124.39084,160.57242,150.26488
2183,113.904045,1985-12-23,334.61737,81.31319,124.31598,139.81989,132.57823
2184,106.23958,1985-12-24,342.95563,72.63018,129.50174,143.754,133.3205
2185,166.63678,1985-12-25,321.15973,113.66781,249.27063,56.7226,345.08237
2186,73.418686,1985-12-26,325.00827,357.82825,79.54307,91.18121,40.1972
2187,117.33268,1985-12-27,318.72412,70.4722,127.05031,130.95975,130.91582
2188,89.08929,1985-12-28,338.9747,21.133614,65.779335,134.48694,121.00997
2189,192.07646,1985-12-29,341.8695,100.337494,298.74335,285.79782,158.02612
2190,147.97394,1985-12-30,345.63928,79.62692,130.35413,156.70651,147.15327
2191,90.37765,1985-12-31,343.1569,293.32672,105.14752,155.61139,124.29053
2192,206.95007,1986-01-01,327.60455,84.967,119.91601,257.5151,242.65266
2193,157.65477,1986-01-02,351.86115,47.750942,91.79849,139.24945,126.6963
2194,90.43284,1986-01-03,344.8316,355.3101,95.29105,132.64497,121.41569
2195,82.15801,1986-01-04,341.95743,16.111282,71.44182,130.6893,121.34516
2196,100.79542,1986-01-05,350.7105,352.14102,73.57772,125.31208,114.61875
2197,90.64076,1986-01-06,348.37976,357.41107,103.98335,136.24918,120.71514
2198,109.03235,1986-01-07,332.373,16.405838,69.62645,149.72427,133.68893
2199,160.51978,1986-01-08,250.17386,89.38419,159.56152,140.98145,124.20348
2200,90.69595,1986-01-09,335.99142,289.0697,66.389404,141.56776,128.5285
2201,140.82457,1986-01-10,333.41373,12.946144,143.15475,137.35054,105.0861
2202,103.316864,1986-01-11,344.9353,21.374367,104.94473,135.13571,131.55371
2203,82.748085,1986-01-12,343.48605,275.00894,82.50322,133.55136,124.50382
2204,91.98744,1986-01-13,326.14456,284.33508,79.73309,134.48613,121.53481
2205,102.44757,1986-01-14,3.9077454,40.80814,124.31383,149.56306,134.59285
2206,89.86391,1986-01-15,340.9369,310.51404,89.62944,135.66803,127.64758
2207,127.298645,1986-01-16,316.53815,260.32104,54.61446,87.29751,55.996597
2208,97.05417,1986-01-17,315.08792,252.63481,70.7075,136.1295,116.889305
2209,90.41513,1986-01-18,308.0556,271.37823,69.49174,84.06343,72.77171
2210,132.67908,1986-01-19,307.5617,256.9715,90.17382,173.68515,133.85515
2211,158.51935,1986-01-20,351.04068,335.95416,121.55758,145.0927,125.42445
2212,89.15406,1986-01-21,328.2754,280.82312,77.82784,115.988434,112.829094
2213,98.52271,1986-01-22,323.43298,255.49406,72.63235,115.647446,109.59708
2214,94.70035,1986-01-23,333.3704,263.42136,88.66755,138.15286,120.711
2215,95.79006,1986-01-24,353.62872,29.391163,89.07224,145.88159,132.77654
2216,86.34704,1986-01-25,333.97696,286.4795,77.32328,141.81049,127.23622
2217,111.09663,1986-01-26,338.99377,9.815834,95.33029,147.44012,125.56574
2218,164.20297,1986-01-27,348.2702,34.19743,118.387,159.93906,128.2295
2219,132.31041,1986-01-28,337.49142,85.4243,96.90134,119.67862,120.33847
2220,98.361755,1986-01-29,329.24274,264.549,71.444824,84.5799,35.484035
2221,137.40508,1986-01-30,331.1502,24.263962,79.791466,104.77581,110.303406
2222,85.43939,1986-01-31,343.6375,316.37982,73.3597,125.15834,112.665306
2223,107.48406,1986-02-01,335.69876,269.44238,62.278744,118.23284,120.08951
2224,104.01353,1986-02-02,346.14432,29.402458,129.13942,149.56657,130.05247
2225,233.34282,1986-02-03,355.75116,57.850166,150.06116,113.231735,33.408535
2226,133.95703,1986-02-04,311.52814,265.33154,90.61863,84.16759,29.502304
2227,120.994194,1986-02-05,303.353,303.09998,54.56879,95.53196,95.44827
2228,93.00106,1986-02-06,335.9761,89.71244,92.918434,130.54926,129.24602
2229,94.11397,1986-02-07,355.56097,78.239624,77.2299,137.33038,133.68492
2230,110.29895,1986-02-08,342.87848,53.33755,113.24002,149.88895,139.53677
2231,156.1409,1986-02-09,0.32759094,98.83867,137.46254,304.06702,313.25992
2232,321.43915,1986-02-10,322.29492,266.94055,356.39157,351.55853,344.60883
2233,159.3666,1986-02-11,323.4519,232.82037,313.87595,69.4218,44.888824
2234,201.67824,1986-02-12,282.44556,220.3341,335.2932,39.35118,16.37445
2235,145.39441,1986-02-13,277.13556,231.02283,314.38763,87.198,353.56912
2236,350.867,1986-02-14,244.36316,227.65317,352.43634,61.00554,8.9822235
2237,56.6659,1986-02-15,282.3892,145.17206,214.72798,44.325108,31.543034
2238,81.34818,1986-02-16,275.23438,128.3013,95.2968,39.869507,32.330402
2239,74.49074,1986-02-17,277.37375,222.9731,72.041916,45.094967,40.48963
2240,81.062935,1986-02-18,282.98755,232.35352,81.663345,97.29443,101.58852
2241,63.57717,1986-02-19,287.3849,224.14566,63.247868,49.900986,56.36369
2242,77.77486,1986-02-20,300.28894,218.65346,100.55849,37.662067,356.50757
2243,99.67,1986-02-21,331.19128,76.63204,115.47851,113.85673,114.86246
2244,120.10803,1986-02-22,311.96985,196.47287,88.0945,89.899376,57.263233
2245,91.26295,1986-02-23,324.40555,275.9732,49.096466,117.9006,110.82216
2246,100.9449,1986-02-24,329.13882,258.43875,31.807404,176.88815,145.43181
2247,153.05008,1986-02-25,344.82822,43.55912,138.87712,153.36519,129.32625
2248,142.81357,1986-02-26,21.499489,49.446735,173.5072,152.66928,133.14992
2249,80.54043,1986-02-27,330.62885,339.30127,76.457,140.38501,130.08405
2250,144.2253,1986-02-28,352.04477,7.8404694,202.09134,165.86403,139.87836
2251,86.67903,1986-03-01,333.47797,260.7303,82.87808,137.66913,124.045525
2252,135.99963,1986-03-02,313.43646,58.037296,106.98538,162.53201,141.19408
2253,88.79766,1986-03-03,316.15326,259.28113,66.87028,136.42212,118.81709
2254,196.8004,1986-03-04,348.92337,57.82964,243.02692,175.17316,141.88618
2255,86.63439,1986-03-05,294.6502,256.65567,78.13605,100.69032,74.94813
2256,85.015785,1986-03-06,306.91367,242.59749,78.01474,126.58679,113.65455
2257,91.80258,1986-03-07,314.90237,240.34233,56.84087,110.799355,109.26258
2258,88.18302,1986-03-08,327.874,235.62549,290.6106,151.38646,135.27237
2259,123.330185,1986-03-09,337.6616,12.279732,105.017975,157.07336,128.16573
2260,86.342224,1986-03-10,336.33838,326.30078,101.10055,108.61678,111.48003
2261,5.693283,1986-03-11,324.52444,259.55383,31.000156,104.87261,105.4578
2262,85.71555,1986-03-12,330.08093,276.99817,54.989574,117.79483,112.5188
2263,99.13314,1986-03-13,303.4106,281.4347,66.103096,131.99011,119.47586
2264,201.89236,1986-03-14,329.22903,277.87903,10.984451,82.61805,67.0636
2265,100.48821,1986-03-15,264.66174,284.76434,301.34445,120.83899,110.87452
2266,233.4694,1986-03-16,249.78607,111.589966,268.3697,291.6972,301.78662
2267,85.42256,1986-03-17,309.93402,301.56335,66.87079,139.37393,119.14531
2268,88.65423,1986-03-18,330.0963,288.0929,115.64565,108.97589,111.68246
2269,106.53765,1986-03-19,326.33716,87.16869,120.75685,137.40942,129.46118
2270,91.59265,1986-03-20,334.98618,18.924477,78.87842,144.31105,131.6358
2271,148.11853,1986-03-21,291.8392,26.40736,139.90883,184.64195,161.5329
2272,127.19648,1986-03-22,317.04944,47.091675,96.05594,154.23135,150.07556
2273,76.78136,1986-03-23,314.37424,249.23422,82.914696,130.46947,125.19683
2274,135.13263,1986-03-24,309.36774,237.77844,30.230148,115.11063,101.52892
2275,82.361305,1986-03-25,349.8156,46.5973,97.28466,126.40317,119.81368
2276,90.28261,1986-03-26,309.2934,314.96716,92.34764,148.84608,121.93503
2277,176.08513,1986-03-27,344.25244,43.51611,172.21165,165.05692,139.68317
2278,117.599434,1986-03-28,328.24915,326.42044,345.21964,172.67645,147.73572
2279,199.12042,1986-03-29,354.9293,30.694279,233.56781,175.99936,149.09683
2280,217.25491,1986-03-30,4.896881,38.166725,257.82486,240.14139,245.57193
2281,170.59119,1986-03-31,304.93762,116.976204,93.49312,131.11981,141.74823
2282,306.2963,1986-04-01,326.15512,212.84189,345.6074,0.044921875,86.094765
2283,84.101456,1986-04-02,325.1706,59.96984,69.64848,146.94418,128.66579
2284,101.507515,1986-04-03,331.26074,290.41302,92.434204,153.09946,127.88202
2285,134.12592,1986-04-04,336.82935,21.834526,174.21918,136.43974,121.749916
2286,181.7316,1986-04-05,298.57996,44.39338,155.34518,190.30403,156.2127
2287,204.7975,1986-04-06,194.58148,55.99905,238.09317,203.8068,186.65244
2288,91.43709,1986-04-07,335.51288,357.0089,332.2632,153.5169,135.84473
2289,194.42839,1986-04-08,0.33202362,43.158413,106.07983,205.06721,191.95535
2290,159.81808,1986-04-09,334.23352,287.26562,87.68054,227.92111,233.13422
2291,94.88413,1986-04-10,327.665,262.87036,83.45011,333.20233,342.07623
2292,27.563961,1986-04-11,310.84418,242.49059,352.97076,53.638027,57.43905
2293,345.42905,1986-04-12,299.1994,233.64864,79.796936,320.79248,333.06586
2294,96.6165,1986-04-13,325.2226,51.067688,125.052246,130.01297,89.41923
2295,91.24376,1986-04-14,264.90436,62.99883,128.2844,146.75267,132.09729
2296,97.828606,1986-04-15,322.56644,5.9295654,106.29658,117.499306,125.80191
2297,87.36663,1986-04-16,332.0318,280.18225,109.53291,130.60858,43.936493
2298,138.80287,1986-04-17,260.05,338.83655,101.3554,167.03412,129.35413
2299,101.733536,1986-04-18,267.82202,129.35649,107.98031,150.89032,126.24446
2300,81.25329,1986-04-19,307.0567,251.78627,20.718262,149.00423,126.82077
2301,174.45737,1986-04-20,183.3383,55.953518,126.40802,184.92957,166.20862
2302,159.9971,1986-04-21,282.45502,31.007519,125.446106,178.24774,176.90059
2303,107.17062,1986-04-22,254.05544,124.96374,125.238495,227.55966,212.8596
2304,164.10747,1986-04-23,274.6589,73.1019,136.89723,161.42747,166.22095
2305,72.06553,1986-04-24,308.55182,254.12564,41.735794,106.652405,102.07639
2306,270.05682,1986-04-25,323.4015,260.93503,281.78397,10.13504,12.775986
