time,Hoonah,Skagway,Klukwan,Yakutat,Craig,Kasaan
1980-03-27,7.008545,0.75738525,1.5767822,0.6726074,3.5562744,6.588501
1980-03-28,6.7469482,5.6046753,12.391907,3.7507324,0.6149292,4.440796
1980-03-29,7.991211,0.026153564,2.6850586,2.3144531,0.0,0.0
1980-03-30,4.1464844,0.7583618,2.5757446,9.408936,7.0422974,5.699707
1980-03-31,6.5930176,0.1508789,1.8595581,1.833252,1.8739014,9.52356
1980-04-01,0.076049805,0.0,0.0,13.857422,0.0,0.0
1980-04-02,0.0,0.7415924,6.1030884,86.45654,0.0,0.0
1980-04-03,0.0,0.08010864,0.7336426,1.1621094,0.0,0.0
1980-04-04,0.0,0.0,0.0,0.0,0.0,0.0
1980-04-05,0.0,0.0,0.0,0.0,0.028686523,0.0
1980-04-06,0.013427734,0.0,0.0,0.0,0.08972168,0.16186523
1980-04-07,3.5297852,0.037506104,0.5241089,0.0,5.4178467,6.6018066
1980-04-08,6.2524414,0.0,0.0,0.087646484,0.0,0.0
1980-04-09,0.0,0.0,0.0,0.0,0.016845703,0.1998291
1980-04-10,0.03857422,0.0,0.0,3.8422852,0.034179688,0.0
1980-04-11,35.28418,4.266205,10.521118,29.958252,45.89978,50.023804
1980-04-12,43.58496,8.009491,19.521362,70.5647,26.568176,36.210083
1980-04-13,16.192993,0.007675171,1.666748,2.7072754,0.0,0.0
1980-04-14,0.14916992,0.0043945312,0.0056152344,1.8171387,5.472412,0.689209
1980-04-15,4.515869,1.4750671,1.1920166,0.0,3.0396729,4.1729736
1980-04-16,19.334229,8.348297,8.842651,10.417969,50.24243,68.24231
1980-04-17,25.890991,10.432343,6.479126,0.0,0.006652832,0.0072631836
1980-04-18,14.333496,4.7659607,17.347168,0.55444336,68.569336,56.61267
1980-04-19,9.442627,5.1494446,12.960144,6.066162,1.1741943,3.1184082
1980-04-20,21.000244,0.3868103,0.032348633,0.0,0.0,0.08654785
1980-04-21,26.261963,1.7787781,6.835083,22.171387,4.6048584,7.9379883
1980-04-22,25.29663,4.9230347,11.612244,36.264893,25.999634,45.427856
1980-04-23,19.648315,0.3250122,0.0,1.4125977,0.3560791,2.479004
1980-04-24,0.0,1.3641052,2.0691528,0.0,0.9124756,1.0546875
1980-04-25,2.9943848,5.792816,6.576416,0.8469238,13.822144,0.36523438
1980-04-26,0.0,1.4934387,3.3895874,1.9248047,1.6374512,0.89086914
1980-04-27,14.38501,6.6315613,16.090515,1.4760742,31.158325,59.159668
1980-04-28,3.2504883,3.2928467,2.6151733,1.3459473,5.150757,31.906738
1980-04-29,9.086914,0.054901123,0.028808594,0.0,2.3312988,3.171753
1980-04-30,53.754395,6.0855103,6.981262,31.91626,9.046143,34.103394
1980-05-01,44.55664,7.540802,12.753418,28.895264,31.774292,52.61316
1980-05-02,11.2421875,3.3460083,2.784729,43.744873,0.0,3.0334473
1980-05-03,0.017333984,0.0,0.060913086,0.953125,0.0,0.0
1980-05-04,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-05,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-06,0.08129883,0.23150635,0.49725342,0.42358398,1.7473145,0.6882324
1980-05-07,6.5944824,0.0,0.0,0.0,2.871704,0.46826172
1980-05-08,0.8034668,0.72494507,1.8377075,8.014893,8.724365,13.075439
1980-05-09,0.0,0.00076293945,0.005554199,0.0,0.0,0.0
1980-05-10,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-11,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-12,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-13,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-14,0.0,0.018493652,0.0,0.0,0.0,0.0
1980-05-15,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-16,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-17,3.1253662,0.019592285,0.024719238,6.321533,0.4227295,1.2932129
1980-05-18,6.7072754,0.018951416,1.5001221,30.786377,1.7955322,0.08972168
1980-05-19,5.279541,1.3710327,7.0266113,1.3588867,15.735352,39.562866
1980-05-20,10.816406,0.08581543,0.0,0.029785156,0.0,2.0373535
1980-05-21,0.0,0.0,0.0,0.0,5.9246826,0.0
1980-05-22,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-23,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-24,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-25,0.036987305,0.3067627,0.42230225,0.0,0.0,0.0
1980-05-26,0.0,0.0030822754,0.023376465,0.0,0.0,0.0
1980-05-27,0.0,0.0,0.0,0.0,0.0,0.0
1980-05-28,0.0,0.0,0.0,0.025390625,0.0,0.0
1980-05-29,0.018310547,0.0,0.0,0.088134766,0.0,0.0
1980-05-30,1.626709,0.0,0.090270996,10.834717,1.142456,0.7792969
1980-05-31,2.2648926,0.0069885254,0.43164062,5.694336,1.0406494,2.9052734
1980-06-01,0.14038086,0.17382812,1.4819946,1.4501953,0.02746582,0.032592773
1980-06-02,0.0,0.0,1.9567871,0.0,0.0,0.0
1980-06-03,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-04,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-05,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-06,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-07,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-08,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-09,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-10,0.0,0.0,0.018066406,0.0,0.0,0.0
1980-06-11,0.0,0.0,0.0,0.026611328,0.0,0.0
1980-06-12,1.7019043,0.0,0.61535645,0.60180664,0.0,0.0
1980-06-13,21.707031,0.16607666,1.4801636,29.551514,5.1068115,5.305664
1980-06-14,11.981445,0.033355713,0.2699585,4.270752,0.029296875,0.044555664
1980-06-15,0.24804688,0.024536133,0.0,1.5476074,0.06689453,0.0
1980-06-16,0.0,0.0,0.0,0.7753906,0.15161133,0.0
1980-06-17,0.921875,0.688385,1.6845703,4.1799316,0.14208984,0.0
1980-06-18,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-19,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-20,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-21,0.20678711,0.0,0.15045166,1.5539551,0.0,0.0
1980-06-22,25.790527,0.5611267,1.8257446,0.0,0.0037841797,0.026611328
1980-06-23,2.3259277,0.0,0.023620605,0.0,6.786377,0.3765869
1980-06-24,0.0,0.0,0.0,0.0,0.0,0.008178711
1980-06-25,0.0,0.0,0.0,0.0,0.0,0.030273438
1980-06-26,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-27,0.0,0.0,0.0,0.0,0.47705078,1.0458984
1980-06-28,0.017211914,0.0,0.0,0.10107422,0.08874512,0.0
1980-06-29,0.0,0.0,0.0,0.0,0.0,0.0
1980-06-30,0.0,0.0,0.0,0.026367188,0.0,0.0
1980-07-01,4.5979004,0.0,0.0,0.0,1.8635254,0.028198242
1980-07-02,1.1767578,0.0,0.0,0.0,7.996826,3.0500488
1980-07-03,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-04,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-05,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-06,0.0,0.0,0.0,0.080322266,0.0,0.0
1980-07-07,0.3623047,0.0,0.0,2.5808105,0.11791992,0.0
1980-07-08,0.95336914,0.0,0.0,0.0,1.456665,0.05029297
1980-07-09,0.0,0.0,0.0,0.0,11.098755,0.24694824
1980-07-10,0.0,0.0012207031,0.0,0.0,0.0,0.0
1980-07-11,0.0,0.0,0.0,0.0,0.0,0.0
1980-07-12,0.0,0.0,0.0,0.12036133,0.0,0.0
1980-07-13,1.5823975,0.0,0.0,0.23999023,0.20776367,0.9764404
1980-07-14,7.6469727,0.0,0.11138916,0.0,4.2877197,5.029541
1980-07-15,0.0,0.0,5.324646,0.0,0.0,0.0
1980-07-16,0.0,0.0,1.5526733,0.13769531,0.0,0.0
1980-07-17,0.0,0.011444092,0.29510498,0.0,2.75,1.1362305
1980-07-18,0.0,0.0,0.0,0.45947266,0.47558594,0.017211914
1980-07-19,6.9854736,0.0,0.0,0.0,3.6119385,5.668457
1980-07-20,15.177002,0.0,0.0,0.0,1.4036865,8.588135
1980-07-21,3.0917969,0.0,0.0,0.0,5.7177734,0.8496094
1980-07-22,0.06713867,0.0,0.0,0.0,2.0913086,0.70251465
1980-07-23,56.21277,9.954437,8.148376,0.21972656,0.7525635,1.0218506
1980-07-24,0.0036621094,0.100982666,0.35583496,6.4921875,2.045166,0.75683594
1980-07-25,0.0,0.0,0.0,0.23730469,2.4824219,3.2626953
1980-07-26,0.34545898,0.0,0.0,8.996338,0.025390625,0.0
1980-07-27,0.0,0.0,0.0,1.673584,1.4244385,0.1171875
1980-07-28,2.708252,0.0,1.6652832,8.415283,0.89001465,0.043701172
1980-07-29,21.42334,0.0,1.411377,1.3867188,4.631592,10.023804
1980-07-30,23.51001,0.5043335,6.3234253,65.64819,9.324951,7.321045
1980-07-31,27.025879,0.1446228,4.655945,5.8154297,17.452759,43.06775
1980-08-01,19.210205,5.311035,3.5827026,15.3029785,5.9627686,14.246948
1980-08-02,6.422119,1.1585693,1.399292,1.9128418,2.6915283,2.574829
1980-08-03,6.2421875,5.2802124,4.828125,29.18872,0.585083,1.1539307
1980-08-04,0.9758301,2.8357239,2.9854126,0.0,4.012207,1.8928223
1980-08-05,0.0,0.62506104,0.08288574,0.035888672,0.0,0.0
1980-08-06,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-07,0.0,0.55410767,0.055725098,1.048584,0.0,0.0
1980-08-08,1.064209,0.008483887,0.38238525,20.216064,0.13623047,0.0
1980-08-09,3.2319336,1.0777588,1.4865723,34.309814,0.19055176,0.014282227
1980-08-10,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-11,0.0,0.0,0.0,0.0,0.0,0.0
1980-08-12,0.0,0.0,0.0,0.0,0.05822754,0.30358887
1980-08-13,17.610596,5.094452,9.06073,33.48291,4.272339,2.984253
1980-08-14,4.0336914,1.5765381,5.782898,20.321045,11.961914,15.781372
1980-08-15,0.0,0.0,0.4036255,2.7929688,0.37036133,1.9650879
1980-08-16,8.815186,1.7087097,2.315979,27.035156,11.084839,8.419434
1980-08-17,9.696533,5.5422363,7.791992,12.834717,17.347778,24.166382
1980-08-18,2.824707,0.0,0.21765137,13.120117,0.10119629,0.0
1980-08-19,5.8828125,3.4771729,2.6431274,24.120117,2.3529053,0.8874512
1980-08-20,11.0,1.271698,0.73339844,9.717041,0.011352539,0.0
1980-08-21,0.4477539,0.0,0.25982666,5.270752,0.0,0.0
1980-08-22,0.0,0.0,0.0,6.040039,0.12365723,0.2668457
1980-08-23,1.1147461,4.9933777,3.2384033,0.17138672,0.020629883,0.03479004
1980-08-24,0.0,8.889679,0.14508057,0.0,0.0,0.0
1980-08-25,0.0,0.371521,0.15441895,0.0,17.07129,10.553467
1980-08-26,0.0,0.0,0.0,0.0,9.25,10.981323
1980-08-27,0.0,0.0,0.15356445,0.0,0.0,0.0
1980-08-28,0.009033203,0.26278687,0.7449951,3.7358398,1.8443604,0.29382324
1980-08-29,4.9682617,1.1865845,1.0586548,0.2692871,47.921875,49.625977
1980-08-30,0.0,0.0,0.0,0.5632324,1.6027832,2.2147217
1980-08-31,2.0822754,2.5455017,2.616211,20.809082,13.024414,8.316528
1980-09-01,23.686523,7.146881,9.4817505,31.89209,23.363403,10.701172
